Exercise,Gender,Age,Height,Weight,Like_1,Hate_1
0,Male,57,183,97,우유,수박
1,Female,26,144,74,우유,오렌지
1,Male,24,165,42,연근,우유
2,Male,20,181,59,인절미,잡곡밥
1,Female,22,154,97,쌀밥,우유
2,Female,34,173,75,꽁치,우유
2,Male,26,169,76,참기름,우유
1,Male,30,175,84,돼지고기,토마토
1,Female,40,141,89,건오징어채,참기름
0,Male,33,155,64,애호박,땅콩
0,Male,30,175,53,완두콩,땅콩
2,Female,52,172,69,우유,우유
1,Male,41,143,83,우유,표고버섯
0,Female,56,166,88,키위,땅콩
2,Female,47,160,65,참기름,참기름
2,Male,24,184,56,새우(중하),오렌지
2,Female,44,148,96,고구마,땅콩
0,Male,52,143,70,느타리 버섯,연근
2,Female,36,162,80,우유,느타리 버섯
0,Male,20,162,78,참기름,우유
1,Male,49,169,53,땅콩,연근
0,Female,49,173,56,참기름,검정콩
0,Male,38,166,54,어묵(튀긴 것),굴
1,Female,29,156,43,우유,참기름
1,Male,37,156,88,우유,두부
2,Female,59,168,61,감자,애호박
1,Male,43,172,91,땅콩,단호박
2,Male,41,141,72,땅콩,참기름
0,Male,28,146,68,땅콩,낫또
1,Female,31,167,70,참기름,귤
0,Female,50,145,72,완두콩,참치통조림
2,Male,35,166,75,우유,표고버섯
1,Male,32,165,81,우유,감자
1,Male,26,181,52,딸기,우유
0,Male,39,183,43,유부,미숫가루
2,Male,21,181,82,곶감,어묵(튀긴 것)
0,Female,37,172,98,귤,사과
2,Male,34,173,98,느타리 버섯,오렌지
0,Male,41,150,76,미숫가루,식빵
1,Female,30,175,47,우유,당근
2,Female,25,159,89,땅콩,고구마
0,Female,33,155,42,키위,우유
2,Male,56,170,69,어묵(튀긴 것),사과
2,Male,52,172,47,배,비엔나소시지
0,Male,56,162,83,우유,수박
0,Male,57,167,66,크래커,땅콩
1,Female,32,156,65,우유,우유
0,Female,35,148,50,시금치,잡곡밥
1,Female,29,180,97,땅콩,수박
1,Male,22,157,65,우유,참기름
1,Female,32,144,96,삶은 국수,바나나
1,Male,31,176,56,우유,완두콩
2,Female,45,151,69,우유,땅콩
1,Female,60,173,94,식빵,당근주스
0,Female,24,148,70,당근주스,표고버섯
1,Female,40,170,97,양념갈비,토마토
0,Female,23,188,44,치즈,돼지고기
0,Female,29,182,99,굴,갈치
0,Female,28,167,47,우유,물오징어
1,Male,22,167,81,우유,마른국수
0,Male,24,141,99,우유,표고버섯
2,Female,52,143,63,키위,당근
2,Male,56,140,43,북어채,연근
0,Female,35,166,69,굴,참기름
0,Male,58,147,97,고구마,새우(중하)
2,Male,37,144,90,마른국수,양념갈비
2,Female,35,178,59,우유,검정콩
0,Female,32,145,60,당근,우유
2,Female,22,154,54,땅콩,단호박
2,Female,34,174,76,곶감,베이컨
0,Male,37,182,92,비엔나소시지,낫또
1,Male,41,175,41,단감,참기름
2,Male,51,154,45,우유,참치통조림
1,Female,44,169,81,식빵,잡곡밥
0,Male,30,189,69,땅콩,감자
2,Female,41,172,69,양념갈비,당근주스
2,Male,52,144,99,참치통조림,미숫가루
0,Female,27,180,44,참기름,토마토
2,Female,58,174,65,토마토,단감
2,Female,35,185,72,땅콩,연근
2,Female,44,149,97,우유,감자
0,Male,22,157,87,딸기,마른국수
0,Female,47,175,96,북어채,고구마
0,Female,31,176,94,쇠고기,어묵(튀긴 것)
2,Female,30,146,69,멸치,사과
2,Male,30,186,72,낫또,귤
1,Female,50,179,70,우유,수박
1,Male,41,157,59,도라지,쌀밥
1,Female,49,170,45,단호박,우유
0,Female,29,169,77,땅콩,우유
2,Female,54,149,63,바나나,우유
1,Female,22,167,43,귤,단감
2,Male,39,172,99,바나나,땅콩
2,Male,52,180,41,사과,꽁치
1,Male,30,171,43,시금치,참기름
1,Female,46,179,47,강냉이(옥수수),우유
0,Female,53,177,52,미숫가루,시금치
2,Female,47,157,83,비엔나소시지,콘플레이크
1,Female,60,159,74,참기름,표고버섯
1,Female,42,144,53,햄(로스),땅콩
1,Male,58,148,69,어묵(튀긴 것),돼지고기
1,Female,56,149,69,우유,찜갈비
2,Female,21,176,48,표고버섯,애호박
2,Male,51,188,78,도토리 묵,우유
0,Male,35,185,44,수박,표고버섯
1,Male,55,182,59,가자미,강냉이(옥수수)
0,Female,26,184,85,땅콩,쇠고기
0,Male,52,185,47,닭고기(닭다리),참기름
0,Male,26,175,40,비엔나소시지,새우(중하)
0,Male,27,180,82,당근,곶감
1,Female,32,143,65,쌀밥,백미
0,Male,46,148,50,우유,오이
1,Female,29,144,53,땅콩,굴
0,Male,22,157,49,닭고기(닭다리),키위
1,Female,22,144,80,참기름,두부
0,Male,31,163,56,식빵,시금치
2,Female,35,151,53,미숫가루,토마토
2,Female,30,187,51,애호박,우유
2,Female,24,148,70,우유,우유
1,Male,41,157,82,참기름,멸치
0,Female,23,188,45,참기름,우유
0,Female,29,169,99,땅콩,땅콩
1,Female,39,168,47,고구마,땅콩
1,Male,22,167,82,우유,밤
0,Male,24,141,99,우유,참기름
2,Female,52,180,63,가자미,우유
2,Female,45,140,43,땅콩,우유
1,Male,46,179,69,땅콩,딸기
1,Female,27,159,53,표고버섯,땅콩
2,Male,48,157,45,당근주스,참기름
2,Female,34,141,58,밤,땅콩
1,Male,31,144,75,우유,우유
2,Male,32,167,69,우유,시금치
1,Male,45,150,47,귤,당근주스
0,Female,36,145,48,참치통조림,땅콩
1,Male,40,188,56,유부,키위
2,Male,20,154,44,완두콩,참기름
2,Male,25,145,52,애호박,오이
2,Female,51,165,85,쌀밥,시금치
1,Male,21,148,40,참기름,우유
0,Female,52,156,99,참기름,표고버섯
1,Female,37,143,59,사과,멸치
0,Male,58,187,81,건오징어채,뱀장어
1,Female,57,160,43,수박,참기름
1,Male,25,175,52,우유,북어채
1,Female,32,170,42,느타리 버섯,당근주스
0,Female,58,175,95,땅콩,표고버섯
1,Female,42,175,94,참기름,땅콩
2,Female,31,183,70,땅콩,돼지고기
2,Male,60,187,73,땅콩,갈치
1,Female,50,180,54,고구마,물오징어
1,Male,41,157,60,우유,단호박
1,Female,49,170,45,우유,도토리 묵
0,Male,40,182,93,귤,강냉이(옥수수)
2,Female,54,149,47,낫또,쌀밥
0,Female,22,167,44,고등어,참치통조림
1,Male,39,159,99,검정콩,검정콩
2,Male,52,180,41,당근,곶감
0,Female,30,158,43,쌀밥,인절미
1,Female,46,179,47,우유,오이
0,Female,42,178,53,땅콩,완두콩
2,Female,48,157,68,오렌지,우유
1,Male,30,173,74,치즈,배
1,Female,42,158,69,수박,꽁치
1,Male,58,162,85,귤,단감
0,Male,45,186,69,백미,참기름
2,Female,21,163,92,우유,우유
2,Male,51,152,94,느타리 버섯,콘플레이크
1,Female,47,149,60,물오징어,오렌지
2,Female,25,145,74,사과,땅콩
0,Female,26,183,85,꽁치,단감
1,Male,22,148,62,우유,찜갈비
2,Female,48,151,55,우유,우유
1,Female,48,156,98,인절미,오이
0,Male,54,169,97,땅콩,우유
1,Female,57,161,65,고등어,바나나
2,Male,40,143,52,검정콩,땅콩
1,Male,32,157,64,땅콩,동태
2,Male,43,170,52,우유,땅콩
1,Female,53,189,88,애호박,우유
1,Male,56,177,85,오이,멸치
2,Female,29,149,66,우유,가래떡
2,Female,34,161,69,마른국수,고구마
0,Female,21,183,53,딸기,우유
1,Male,44,164,76,단감,밤
1,Female,51,145,70,곶감,귤
2,Female,49,180,62,땅콩,수박
1,Male,21,179,81,마른국수,참기름
1,Male,24,154,55,밤,바나나
2,Female,22,143,79,참기름,콘플레이크
0,Male,56,153,59,수박,밤
0,Female,46,179,69,곶감,베이컨
2,Female,38,159,69,우유,곶감
0,Male,58,170,62,배,딸기
0,Male,45,141,74,연근,바나나
1,Male,42,158,91,크래커,미숫가루
0,Male,43,180,85,쌀밥,우유
1,Male,56,150,47,갈치,우유
0,Female,47,158,48,참기름,우유
2,Female,51,152,56,쇠고기,토마토
2,Male,31,167,60,꽁치,단감
1,Male,25,145,52,우유,우유
2,Female,52,165,85,단호박,우유
2,Male,32,161,56,오렌지,가래떡
0,Female,22,170,55,단감,우유
1,Male,48,156,75,돼지고기,땅콩
1,Male,28,187,97,땅콩,참기름
1,Female,46,161,87,굴,오렌지
1,Male,55,175,52,고구마,땅콩
2,Female,43,170,42,당근주스,연근
1,Male,58,188,51,우유,느타리 버섯
1,Female,53,189,50,키위,식빵
2,Male,41,146,85,토마토,참기름
2,Male,29,149,88,배,땅콩
2,Female,60,142,85,느타리 버섯,땅콩
0,Male,21,183,91,크래커,사과
2,Male,59,183,60,쌀밥,느타리 버섯
0,Male,40,145,92,시금치,오이
0,Female,23,149,62,우유,단호박
2,Male,32,143,75,땅콩,우유
2,Female,60,185,70,땅콩,닭고기(닭다리)
0,Female,33,156,56,참기름,귤
2,Male,40,184,74,완두콩,치즈
1,Female,56,142,62,식빵,우유
0,Female,53,140,68,배,시금치
1,Male,58,183,99,양념갈비,크래커
2,Male,40,185,89,참기름,삼겹살
1,Female,52,170,68,굴,땅콩
2,Female,28,161,84,꽁치,유부
1,Female,55,149,84,느타리 버섯,오렌지
2,Female,21,176,47,미숫가루,식빵
2,Male,51,152,94,우유,단호박
1,Male,47,186,61,땅콩,고구마
1,Female,55,182,74,키위,우유
0,Female,26,183,85,검정콩,뱀장어
2,Female,33,148,78,마른국수,참기름
2,Female,48,188,55,밤,식빵
1,Female,48,143,98,도라지,우유
2,Male,54,169,97,수박,도토리 묵
1,Male,46,161,66,땅콩,애호박
2,Male,40,143,52,땅콩,곶감
2,Male,32,170,80,배,참기름
2,Male,43,157,52,베이컨,바나나
1,Female,42,189,72,우유,가자미
1,Male,56,164,85,우유,땅콩
2,Female,30,149,50,도토리 묵,우유
2,Female,34,161,70,참기름,우유
0,Female,51,183,53,참기름,건오징어채
0,Male,44,164,60,참기름,참기름
0,Female,40,145,71,땅콩,땅콩
1,Female,38,180,62,미숫가루,땅콩
2,Female,32,180,97,우유,가래떡
1,Female,34,167,70,우유,느타리 버섯
0,Male,22,156,94,키위,당근
1,Male,25,166,74,물오징어,연근
1,Male,56,142,84,굴,오렌지
0,Male,48,172,84,표고버섯,땅콩
1,Female,58,183,61,당근주스,연근
0,Male,56,154,89,가래떡,느타리 버섯
1,Male,53,170,46,참기름,우유
0,Female,54,143,84,땅콩,단호박
1,Male,25,162,62,곶감,베이컨
1,Male,58,158,63,베이컨,낫또
0,Female,21,164,71,단감,참기름
0,Female,31,180,76,우유,참치통조림
2,Male,24,144,51,식빵,미숫가루
2,Male,21,164,40,우유,감자
2,Male,43,161,56,표고버섯,당근주스
0,Female,32,182,70,치즈,고구마
2,Male,48,156,75,참기름,토마토
2,Male,38,150,52,토마토,사과
1,Male,56,173,43,땅콩,양념갈비
1,Male,24,174,67,느타리 버섯,수박
2,Female,32,170,42,우유,우유
1,Male,58,189,52,쌀밥,우유
1,Female,42,189,50,토마토,강냉이(옥수수)
2,Female,30,146,85,수박,우유
2,Male,30,150,88,오렌지,땅콩
1,Female,60,142,86,땅콩,땅콩
0,Female,21,146,91,당근,쇠고기
0,Male,29,146,76,단호박,우유
1,Male,51,158,49,우유,우유
0,Male,34,162,79,잡곡밥,우유
2,Male,32,180,59,귤,백미
0,Female,30,149,71,바나나,땅콩
1,Female,33,169,72,사과,갈치
0,Female,52,148,74,시금치,참기름
1,Male,26,155,62,강냉이(옥수수),곶감
1,Male,23,154,68,미숫가루,애호박
1,Male,58,170,99,느타리 버섯,당근
0,Male,41,186,45,단감,참기름
2,Male,23,184,84,땅콩,귤
0,Female,39,175,40,땅콩,참기름
1,Female,25,162,85,우유,양념갈비
2,Female,32,140,63,표고버섯,애호박
1,Female,32,178,50,백미,우유
2,Female,27,162,92,수박,느타리 버섯
0,Male,35,158,45,동태,강냉이(옥수수)
1,Male,47,159,56,땅콩,쇠고기
0,Male,54,174,50,삼겹살,참기름
0,Male,58,164,86,베이컨,애호박
0,Male,59,169,69,우유,잡곡밥
1,Female,23,145,52,새우(중하),느타리 버섯
2,Female,26,187,97,귤,우유
0,Male,20,169,84,바나나,굴
0,Female,54,146,51,닭고기(닭다리),토마토
1,Female,23,183,83,참기름,낫또
0,Male,22,165,43,강냉이(옥수수),참기름
2,Male,36,140,56,미숫가루,토마토
0,Male,51,162,81,애호박,마른국수
1,Male,45,174,42,단감,미숫가루
0,Male,21,147,69,오렌지,참기름
1,Male,44,165,76,딸기,사과
1,Male,51,158,71,수박,귤
2,Male,49,144,79,표고버섯,토마토
2,Male,32,180,97,백미,연근
1,Female,45,167,71,가래떡,우유
1,Male,33,169,94,동태,우유
1,Female,37,166,75,땅콩,우유
2,Female,26,156,56,땅콩,도토리 묵
0,Male,49,186,84,땅콩,땅콩
1,Female,28,183,77,우유,우유
1,Male,26,167,45,연근,우유
2,Female,23,184,47,인절미,잡곡밥
2,Female,24,157,56,수박,우유
2,Female,36,176,79,고등어,참기름
2,Male,28,171,79,참기름,땅콩
1,Female,32,165,88,뱀장어,키위
1,Female,42,143,92,완두콩,참기름
0,Male,35,158,67,애호박,오이
0,Male,32,141,72,쌀밥,시금치
0,Female,43,174,72,우유,우유
1,Male,43,183,86,딸기,참기름
0,Female,59,169,91,콘플레이크,참기름
2,Female,49,163,52,시금치,참기름
2,Female,37,187,75,강냉이(옥수수),오렌지
2,Female,46,151,40,미숫가루,애호박
2,Male,54,146,74,느타리 버섯,당근주스
2,Female,38,165,83,우유,표고버섯
2,Male,22,165,81,참기름,우유
1,Male,52,172,40,땅콩,돼지고기
1,Female,21,176,59,땅콩,어묵(튀긴 것)
0,Male,41,168,57,도토리 묵,애호박
1,Female,32,146,46,인절미,우유
0,Female,40,159,91,콘플레이크,느타리 버섯
2,Female,20,158,64,고등어,검정콩
1,Female,45,188,50,땅콩,굴
0,Female,54,156,90,땅콩,참기름
1,Female,30,161,86,느타리 버섯,두부
2,Male,43,169,88,당근,곶감
0,Female,21,160,90,쌀밥,인절미
2,Male,26,155,78,우유,오이
1,Male,34,155,85,우유,완두콩
1,Male,29,184,56,오렌지,우유
0,Male,41,187,46,유부,오렌지
2,Male,23,171,86,곶감,갈치
1,Male,50,189,57,귤,단감
2,Male,37,177,42,백미,참기름
0,Male,44,154,80,우유,우유
1,Female,33,165,51,느타리 버섯,콘플레이크
2,Female,58,162,77,당근,우유
1,Male,47,172,46,참기름,오이
2,Male,59,173,73,바나나,참기름
0,Male,44,175,95,참기름,딸기
2,Male,59,165,87,참기름,땅콩
0,Male,59,170,70,우유,햄(로스)
1,Male,35,146,69,우유,우유
2,Male,38,188,98,꽁치,강냉이(옥수수)
1,Female,21,184,41,두부,땅콩
0,Female,54,147,97,참기름,건오징어채
1,Male,54,184,68,딸기,땅콩
2,Female,23,153,44,땅콩,키위
0,Female,37,154,57,표고버섯,멸치
1,Female,22,176,98,우유,가래떡
1,Male,56,188,58,가래떡,고구마
1,Male,32,147,69,딸기,토마토
2,Female,55,178,92,참치통조림,뱀장어
2,Male,21,158,87,새우(중하),꽁치
0,Female,30,157,95,우유,북어채
0,Female,54,157,69,느타리 버섯,우유
0,Male,26,144,43,연근,도토리 묵
2,Female,55,183,67,참기름,콘플레이크
2,Female,48,143,47,수박,밤
1,Male,48,182,72,곶감,참기름
1,Female,30,162,56,고구마,물오징어
2,Male,50,160,49,마른국수,밤
0,Female,37,144,62,우유,백미
1,Male,34,147,79,도라지,오이
2,Male,35,170,73,새우(중하),완두콩
0,Female,37,140,96,땅콩,딸기
0,Female,29,186,96,딸기,배
1,Male,33,179,45,참기름,건오징어채
1,Male,54,144,93,참기름,단감
1,Female,47,172,84,우유,우유
1,Female,44,155,73,단호박,완두콩
0,Female,55,189,89,찜갈비,당근주스
2,Male,44,147,87,참치통조림,배
1,Female,29,183,48,참기름,토마토
0,Male,50,177,69,우유,단감
2,Male,38,188,76,오이,삼겹살
0,Male,58,165,41,표고버섯,우유
0,Male,24,160,91,우유,우유
0,Female,50,165,84,콘플레이크,우유
0,Female,34,166,82,키위,식빵
2,Female,22,173,57,토마토,참기름
2,Male,22,140,76,배,땅콩
1,Female,52,183,58,우유,우유
2,Male,43,160,63,도라지,쌀밥
1,Female,51,173,49,당근,우유
1,Male,43,185,97,땅콩,우유
2,Female,56,152,51,바나나,땅콩
0,Female,24,170,47,곶감,딸기
1,Male,42,162,43,우유,땅콩
2,Male,55,183,45,우유,고등어
0,Female,33,161,47,단호박,도라지
1,Female,49,182,51,꽁치,강냉이(옥수수)
0,Female,45,181,56,두부,땅콩
2,Female,50,160,71,참기름,멸치
1,Female,22,163,62,딸기,땅콩
1,Male,34,147,57,땅콩,곶감
1,Female,20,165,89,표고버섯,당근
0,Female,47,189,73,우유,가래떡
2,Female,24,166,96,오이,시금치
2,Female,43,141,82,딸기,우유
1,Male,38,188,48,토마토,찜갈비
2,Male,57,185,62,단호박,갈치
0,Female,28,186,88,우유,당근
1,Female,24,151,66,느타리 버섯,우유
1,Female,39,141,43,연근,애호박
0,Female,40,146,85,우유,강냉이(옥수수)
2,Male,46,159,85,북어채,양념갈비
0,Male,49,151,54,곶감,땅콩
1,Male,32,184,41,귤,새우(중하)
0,Female,25,147,53,마른국수,키위
1,Female,24,147,84,도라지,백미
0,Male,34,166,60,식빵,시금치
0,Female,48,168,73,잡곡밥,우유
1,Female,22,140,54,애호박,우유
2,Female,26,151,58,우유,우유
2,Female,43,160,85,참기름,멸치
0,Female,26,141,49,참기름,참기름
0,Male,32,172,43,땅콩,땅콩
1,Female,41,171,51,고구마,땅콩
0,Male,55,170,70,우유,가래떡
0,Male,57,144,43,우유,느타리 버섯
2,Female,55,183,67,삶은 국수,단호박
2,Female,48,143,47,새우(중하),도라지
0,Male,49,182,73,햄(로스),딸기
1,Female,30,149,56,표고버섯,땅콩
2,Male,50,160,49,당근주스,참기름
0,Female,37,181,62,밤,느타리 버섯
0,Male,34,147,79,우유,우유
0,Female,46,183,89,땅콩,시금치
0,Male,47,140,95,귤,느타리 버섯
0,Female,39,148,96,베이컨,닭고기(닭다리)
2,Male,43,141,44,사과,참기름
2,Male,23,157,48,키위,치즈
1,Female,58,185,40,강냉이(옥수수),미숫가루
2,Female,54,168,89,우유,감자
1,Male,24,151,44,참기름,우유
0,Female,54,160,43,참기름,삼겹살
0,Male,40,146,63,사과,건오징어채
1,Female,30,140,40,건오징어채,유부
2,Male,59,177,47,우유,참기름
2,Female,27,141,72,우유,식빵
2,Female,46,173,46,백미,가래떡
1,Male,20,141,55,당근,고구마
2,Male,55,142,53,가자미,애호박
2,Male,44,150,89,북어채,사과
2,Male,33,153,93,닭고기(닭다리),꽁치
2,Female,52,183,74,고구마,강냉이(옥수수)
2,Male,54,174,80,우유,단호박
2,Female,52,173,49,우유,도토리 묵
0,Male,32,185,81,곶감,강냉이(옥수수)
0,Female,27,153,67,두부,곶감
1,Female,25,183,64,고등어,참치통조림
2,Male,53,176,59,도토리 묵,배
2,Male,25,146,45,뱀장어,땅콩
1,Male,33,175,63,우유,우유
1,Female,60,146,67,애호박,미숫가루
0,Female,56,144,73,오이,우유
0,Male,50,173,88,오렌지,우유
1,Male,33,176,78,참치통조림,배
1,Female,45,161,57,수박,고등어
1,Female,20,152,73,우유,우유
1,Female,58,153,89,도토리 묵,연근
0,Male,24,180,52,우유,우유
2,Male,54,155,98,베이컨,크래커
1,Male,49,189,64,북어채,참기름
2,Female,58,185,78,참기름,검정콩
1,Male,39,150,45,귤,참기름
2,Female,35,151,82,땅콩,오렌지
2,Female,50,141,59,도라지,우유
1,Female,51,146,41,삶은 국수,애호박
2,Male,56,172,41,땅콩,우유
2,Female,59,177,85,햄(로스),바나나
0,Female,53,160,72,어묵(튀긴 것),땅콩
2,Male,35,173,84,당근주스,동태
2,Male,46,160,55,우유,느타리 버섯
2,Female,45,142,76,애호박,우유
1,Male,59,167,89,오이,감자
0,Male,43,166,70,우유,마른국수
0,Male,48,177,89,단감,미숫가루
0,Male,54,186,57,오렌지,땅콩
0,Male,47,167,64,삶은 국수,유부
1,Female,42,148,74,강냉이(옥수수),고등어
2,Male,52,147,82,우유,식빵
2,Female,35,183,41,느타리 버섯,우유
2,Female,37,170,74,유부,고구마
0,Male,24,159,98,참기름,크래커
1,Female,28,169,78,토마토,사과
1,Male,59,145,88,우유,비엔나소시지
2,Female,41,163,73,우유,수박
0,Male,50,173,50,백미,가래떡
0,Female,48,144,78,참기름,도토리 묵
2,Male,56,174,51,동태,애호박
0,Female,57,147,89,북어채,수박
1,Male,58,153,51,땅콩,딸기
1,Male,50,148,52,오렌지,바나나
2,Female,54,155,60,당근,가자미
0,Male,23,170,64,단호박,우유
2,Male,28,148,56,우유,우유
0,Male,24,168,45,굴,우유
1,Male,35,151,44,오렌지,마른국수
0,Female,24,173,59,단감,우유
1,Male,40,146,63,뱀장어,땅콩
2,Female,41,154,56,참기름,참기름
2,Male,59,177,47,잡곡밥,오렌지
1,Female,27,178,72,고구마,애호박
2,Female,35,173,46,느타리 버섯,연근
1,Male,20,142,55,우유,느타리 버섯
2,Male,45,142,54,참기름,우유
0,Male,44,162,44,토마토,참기름
0,Female,43,166,48,배,땅콩
2,Male,22,145,89,표고버섯,땅콩
2,Male,54,186,79,인절미,우유
0,Male,32,149,80,콘플레이크,느타리 버섯
1,Female,53,161,52,고등어,애호박
1,Male,37,165,82,땅콩,단호박
2,Male,35,183,63,땅콩,참기름
0,Male,22,188,58,땅콩,낫또
0,Female,24,159,60,참기름,곶감
0,Female,54,151,78,완두콩,인절미
2,Male,29,158,66,감자,우유
1,Male,25,157,72,배,단호박
1,Male,20,173,43,찜갈비,인절미
2,Male,32,175,93,참기름,닭고기(닭다리)
2,Male,25,187,88,새우(중하),땅콩
0,Female,41,178,44,고구마,치즈
2,Male,28,165,88,느타리 버섯,오렌지
0,Male,34,143,67,미숫가루,감자
0,Male,23,167,97,참기름,당근
1,Female,59,151,79,땅콩,고구마
2,Female,28,148,94,키위,우유
1,Female,39,150,45,어묵(튀긴 것),유부
1,Female,35,152,82,백미,연근
2,Female,39,141,59,밤,식빵
1,Female,40,146,42,도라지,우유
0,Female,56,185,41,수박,고구마
2,Female,59,177,85,땅콩,검정콩
0,Male,54,160,72,땅콩,수박
2,Male,35,173,84,우유,참기름
2,Male,46,160,56,삶은 국수,바나나
2,Female,45,142,76,우유,완두콩
1,Male,29,181,45,우유,우유
0,Male,43,153,70,꽁치,우유
0,Male,37,164,89,참기름,우유
2,Male,54,186,57,참기름,동태
1,Male,36,154,64,도라지,참기름
1,Male,53,161,74,애호박,땅콩
2,Male,52,147,82,잡곡밥,애호박
2,Male,35,183,41,우유,마른국수
1,Male,37,157,58,참기름,표고버섯
0,Male,25,159,82,키위,당근
1,Female,39,169,78,북어채,쇠고기
2,Female,59,145,44,새우(중하),참기름
2,Female,40,175,72,표고버섯,땅콩
1,Female,20,173,65,느타리 버섯,연근
0,Male,58,157,93,사과,느타리 버섯
2,Female,25,187,50,참기름,우유
1,Female,56,146,44,땅콩,단호박
2,Male,28,166,66,곶감,비엔나소시지
1,Male,60,161,67,비엔나소시지,두부
0,Female,23,154,75,우유,참기름
1,Female,45,146,96,우유,베이컨
0,Male,38,161,71,감자,잡곡밥
0,Male,24,181,60,땅콩,완두콩
2,Male,35,164,59,찜갈비,참기름
1,Female,35,172,74,참기름,낫또
0,Female,20,172,95,우유,가자미
2,Female,52,166,56,완두콩,참치통조림
2,Male,29,177,63,우유,당근주스
2,Female,38,141,87,우유,감자
2,Female,45,186,61,딸기,마른국수
1,Male,30,154,71,북어채,미숫가루
2,Male,56,156,70,쇠고기,어묵(튀긴 것)
0,Male,44,163,89,건오징어채,사과
0,Male,43,153,92,낫또,귤
2,Male,22,146,90,우유,식빵
2,Male,54,173,79,우유,당근
2,Male,21,186,64,땅콩,고구마
1,Female,53,148,53,곶감,귤
0,Male,26,165,82,어묵(튀긴 것),수박
2,Male,35,183,63,잡곡밥,비엔나소시지
0,Male,52,189,59,고구마,바나나
0,Female,25,146,60,크래커,땅콩
0,Female,54,151,78,우유,우유
2,Female,59,145,66,시금치,잡곡밥
1,Female,25,144,72,두부,우유
0,Male,20,173,43,참기름,당근
2,Male,32,176,93,단감,땅콩
2,Male,25,174,88,땅콩,귤
0,Female,41,178,44,땅콩,참기름
2,Male,28,166,89,우유,찜갈비
0,Male,35,143,67,표고버섯,애호박
0,Male,23,154,98,도토리 묵,우유
1,Female,49,152,64,토마토,표고버섯
0,Female,38,161,93,가자미,강냉이(옥수수)
2,Male,50,162,60,땅콩,돼지고기
2,Female,35,164,82,닭고기(닭다리),참기름
2,Female,50,154,74,삶은 국수,물오징어
2,Female,50,159,57,우유,강냉이(옥수수)
0,Female,56,171,40,물오징어,느타리 버섯
2,Female,29,177,85,곶감,땅콩
0,Female,53,173,87,바나나,굴
2,Female,45,186,83,마른국수,키위
1,Male,56,186,71,도라지,두부
2,Female,25,155,47,식빵,시금치
2,Male,28,143,44,잡곡밥,토마토
0,Male,54,165,85,애호박,우유
0,Male,47,177,45,우유,우유
0,Male,23,186,56,참기름,멸치
2,Female,57,180,95,참기름,단감
2,Male,23,161,90,우유,곶감
0,Female,21,146,82,오이,토마토
0,Female,45,146,56,도토리 묵,당근주스
1,Female,48,170,74,마른국수,우유
1,Male,35,159,97,가자미,우유
1,Female,28,169,79,땅콩,우유
2,Female,59,146,88,땅콩,딸기
2,Female,40,176,72,표고버섯,땅콩
0,Female,20,173,65,당근주스,참기름
0,Male,48,157,77,당근주스,우유
2,Male,45,160,95,키위,강냉이(옥수수)
1,Female,57,147,44,수박,우유
2,Male,58,166,67,햄(로스),참기름
1,Male,50,161,67,참기름,땅콩
2,Female,54,155,76,유부,키위
0,Female,45,183,80,완두콩,참기름
0,Male,38,161,71,애호박,오이
0,Male,24,181,44,곶감,우유
2,Male,35,164,60,배,단감
1,Female,24,173,58,딸기,땅콩
2,Male,50,159,79,크래커,참기름
2,Female,41,166,56,시금치,참기름
2,Male,29,177,63,강냉이(옥수수),우유
2,Female,38,141,72,미숫가루,시금치
2,Female,46,186,62,비엔나소시지,당근주스
1,Male,30,141,55,땅콩,표고버섯
2,Male,55,142,53,참기름,땅콩
1,Male,54,162,44,땅콩,참기름
0,Female,43,166,47,우유,표고버섯
2,Male,32,158,89,표고버섯,애호박
0,Female,23,186,94,삶은 국수,우유
2,Male,31,149,79,수박,표고버섯
1,Female,53,148,52,햄(로스),어묵(튀긴 것)
1,Female,37,178,82,땅콩,새우(중하)
2,Male,45,146,78,오이,참기름
0,Female,22,188,74,느타리 버섯,검정콩
1,Female,35,159,76,당근,곶감
2,Female,54,187,78,쌀밥,삶은 국수
2,Male,29,158,81,우유,오이
2,Male,25,156,87,바나나,굴
1,Male,30,186,42,닭고기(닭다리),키위
2,Male,43,188,93,도라지,두부
2,Female,55,173,88,식빵,오이
0,Male,41,141,60,미숫가루,인절미
1,Male,27,165,44,느타리 버섯,우유
0,Male,45,142,66,배,완두콩
0,Male,23,167,53,참기름,멸치
2,Female,59,164,79,땅콩,배
0,Female,38,161,94,사과,땅콩
1,Male,39,150,45,고구마,단감
2,Female,35,165,82,도토리 묵,당근주스
2,Female,50,155,59,가래떡,감자
1,Female,51,159,41,가자미,우유
1,Female,26,185,56,토마토,오렌지
2,Female,29,177,85,땅콩,갈치
0,Female,53,160,72,표고버섯,수박
2,Male,46,173,84,우유,참기름
2,Male,45,173,55,밤,우유
2,Female,55,142,91,우유,쌀밥
2,Male,29,144,44,우유,시금치
0,Male,54,179,41,귤,당근주스
1,Male,59,140,45,참치통조림,오이
1,Male,34,149,72,삼겹살,키위
2,Male,58,181,96,인절미,유부
2,Male,23,161,90,강냉이(옥수수),꽁치
0,Male,22,147,82,우유,북어채
0,Male,46,159,57,느타리 버섯,우유
2,Female,48,183,90,당근주스,도토리 묵
